"Name of restaurant","City","Country Code","Day of week","Start Time Hour","Start Time Minute","End time Hour","End Time Minute"
"Red Mountain Crawfish","Birmingham","US","none","none","none","none","none"
"Red Mountain Crawfish","Birmingham","US","none","none","none","none","none"
"Red Mountain Crawfish","Birmingham","US","none","none","none","none","none"
"Red Mountain Crawfish","Birmingham","US","none","none","none","none","none"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Onion","Glasgow","GB","0.0","11","00","22","00"
"Red Ox Bar & Grill","Houston","US","0.0","11","00","14","00"
"Red Ox Bar & Grill","Houston","US","0.0","17","00","22","00"
"Red Ox Bar & Grill","Houston","US","0.0","11","00","14","00"
"Red Ox Bar & Grill","Houston","US","0.0","17","00","21","00"
"Red Ox Bar & Grill","Houston","US","0.0","11","00","14","00"
"Red Ox Bar & Grill","Houston","US","0.0","17","00","22","00"
"Red Ox Bar & Grill","Houston","US","0.0","17","00","21","00"
"Red Pepper","Melbourne","AU","0.0","11","30","23","30"
"Red Pepper","Melbourne","AU","0.0","11","30","23","30"
"Red Pepper","Melbourne","AU","0.0","11","30","23","30"
"Red Pepper","Melbourne","AU","0.0","11","30","23","30"
"Red Pepper","Melbourne","AU","0.0","11","30","00","00"
"Red Pepper","Melbourne","AU","0.0","11","30","00","00"
"Red Pepper","Melbourne","AU","0.0","11","30","23","30"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","22","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","22","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","22","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","22","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","23","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","11","00","23","00"
"Red Rocks Cafe Bar & Bakery","Charlotte","US","0.0","10","30","22","00"
"Red Rooster Cafe","Denver","US","none","none","none","none","none"
"Red Rooster Cafe","Denver","US","none","none","none","none","none"
"Red Rooster Cafe","Denver","US","none","none","none","none","none"
"Red Rooster Cafe","Denver","US","none","none","none","none","none"
"Red Rose Coffee Lounge","Sydney","AU","0.0","07","00","17","00"
"Red Rose Coffee Lounge","Sydney","AU","0.0","07","00","17","00"
"Red Rose Coffee Lounge","Sydney","AU","0.0","07","00","17","00"
"Red Rose Coffee Lounge","Sydney","AU","0.0","07","00","17","00"
"Red Rose Coffee Lounge","Sydney","AU","0.0","07","00","16","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","11","00","15","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","02","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","11","00","15","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","02","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","11","00","15","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","02","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","11","00","15","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","02","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","02","00"
"Red Sea Restaurant & Bar","Charlotte","US","0.0","17","00","22","00"
"Red Silks","Melbourne","AU","0.0","11","00","22","00"
"Red Silks","Melbourne","AU","0.0","11","00","22","00"
"Red Silks","Melbourne","AU","0.0","11","00","22","00"
"Red Silks","Melbourne","AU","0.0","11","00","22","00"
"Red Silks","Melbourne","AU","0.0","11","00","23","00"
"Red Silks","Melbourne","AU","0.0","11","00","23","00"
"Red Silks","Melbourne","AU","0.0","11","00","21","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","23","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","23","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","23","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","23","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","00","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","00","00"
"Red Smoke Barbecue","Detroit","US","0.0","11","00","23","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","17","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","17","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","17","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","17","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","17","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","18","00","22","00"
"Red Spice QV","Melbourne","AU","0.0","12","00","15","00"
"Red Spice QV","Melbourne","AU","0.0","18","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","17","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","17","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","17","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","17","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","17","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","18","00","22","00"
"Red Spice Road","Melbourne","AU","0.0","12","00","15","00"
"Red Spice Road","Melbourne","AU","0.0","18","00","22","00"
"Red Toque Cafe","Washington","US","0.0","11","00","22","00"
"Red Toque Cafe","Washington","US","0.0","11","00","22","00"
"Red Toque Cafe","Washington","US","0.0","11","00","22","00"
"Red Toque Cafe","Washington","US","0.0","11","00","22","00"
"Red Toque Cafe","Washington","US","0.0","11","00","22","00"
"Red Toque Cafe","Washington","US","0.0","12","00","22","00"
"Red Toque Cafe","Washington","US","0.0","12","00","22","00"
"Red, White and Basil","Washington","US","0.0","17","00","22","00"
"Red, White and Basil","Washington","US","0.0","17","00","22","00"
"Red, White and Basil","Washington","US","0.0","17","00","22","00"
"Red, White and Basil","Washington","US","0.0","17","00","22","00"
"Red, White and Basil","Washington","US","0.0","17","00","22","00"
"Red, White and Basil","Washington","US","0.0","12","00","22","00"
"Red, White and Basil","Washington","US","0.0","12","00","22","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","00","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","00","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","00","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","01","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","01","00"
"Redoak Boutique Beer Cafe","Sydney","AU","0.0","12","00","01","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","08","00","20","00"
"Red's Best Seafood at the Boston Public Market","Boston","US","0.0","10","00","20","00"
"Red's Snow Wagon & More","Houston","US","0.0","11","00","19","30"
"Red's Snow Wagon & More","Houston","US","0.0","11","00","19","30"
"Red's Snow Wagon & More","Houston","US","0.0","11","00","19","30"
"Red's Snow Wagon & More","Houston","US","0.0","11","00","19","30"
"Red's Snow Wagon & More","Houston","US","0.0","11","00","19","30"
"Reef","Houston","US","0.0","11","00","22","00"
"Reef","Houston","US","0.0","11","00","22","00"
"Reef","Houston","US","0.0","11","00","22","00"
"Reef","Houston","US","0.0","11","00","22","00"
"Reef","Houston","US","0.0","11","00","23","00"
"Reef","Houston","US","0.0","17","00","23","00"
"Reem's","San Francisco","US","0.0","09","00","21","00"
"Reem's","San Francisco","US","0.0","09","00","21","00"
"Reem's","San Francisco","US","0.0","08","00","14","00"
"Regal Bakery & Cafe","Denver","US","0.0","07","00","18","00"
"Regal Bakery & Cafe","Denver","US","0.0","07","00","18","00"
"Regal Bakery & Cafe","Denver","US","0.0","07","00","18","00"
"Regal Bakery & Cafe","Denver","US","0.0","07","00","18","00"
"Regal Bakery & Cafe","Denver","US","0.0","07","00","18","00"
"Regal Bakery & Cafe","Denver","US","0.0","08","00","14","00"
"Regal Bakery & Cafe","Denver","US","0.0","08","00","14","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","11","30","22","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","11","30","22","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","11","30","22","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","11","30","22","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","11","30","23","00"
"Regency Chinese Cuisine","Melbourne","AU","0.0","17","30","23","00"
"Regent Place","Sydney","AU","none","none","none","none","none"
"Regent Place","Sydney","AU","none","none","none","none","none"
"Regent Place","Sydney","AU","none","none","none","none","none"
"Regent Place","Sydney","AU","none","none","none","none","none"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","21","00"
"Reggae Hut","Houston","US","0.0","11","00","16","00"
"Regina Pizza","Boston","US","0.0","11","00","23","30"
"Regina Pizza","Boston","US","0.0","11","00","23","30"
"Regina Pizza","Boston","US","0.0","11","00","23","30"
"Regina Pizza","Boston","US","0.0","11","00","23","30"
"Regina Pizza","Boston","US","0.0","11","00","00","30"
"Regina Pizza","Boston","US","0.0","11","00","00","30"
"Regina Pizza","Boston","US","0.0","11","00","23","30"
"Regina Pizzeria","Boston","US","0.0","11","00","22","00"
"Regina Pizzeria","Boston","US","0.0","11","00","22","00"
"Regina Pizzeria","Boston","US","0.0","11","00","22","00"
"Regina Pizzeria","Boston","US","0.0","11","00","22","00"
"Regina Pizzeria","Boston","US","0.0","11","00","23","00"
"Regina Pizzeria","Boston","US","0.0","11","00","23","00"
"Regina Pizzeria","Boston","US","0.0","11","00","22","00"
"Reign Of Thai","Phoenix","US","0.0","11","30","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Reign Of Thai","Phoenix","US","0.0","11","30","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Reign Of Thai","Phoenix","US","0.0","11","30","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Reign Of Thai","Phoenix","US","0.0","11","30","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Reign Of Thai","Phoenix","US","0.0","12","00","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Reign Of Thai","Phoenix","US","0.0","12","00","15","00"
"Reign Of Thai","Phoenix","US","0.0","17","00","21","00"
"Remi Food and Wine Bar","Canberra","AU","none","none","none","none","none"
"Remi Food and Wine Bar","Canberra","AU","none","none","none","none","none"
"Remi Food and Wine Bar","Canberra","AU","none","none","none","none","none"
"Remi Food and Wine Bar","Canberra","AU","none","none","none","none","none"
"Remington's","Chicago","US","0.0","11","30","22","00"
"Remington's","Chicago","US","0.0","11","30","22","00"
"Remington's","Chicago","US","0.0","11","30","22","00"
"Remington's","Chicago","US","0.0","11","30","22","00"
"Remington's","Chicago","US","0.0","11","30","23","00"
"Remington's","Chicago","US","0.0","10","00","23","00"
"Remington's","Chicago","US","0.0","10","00","21","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","22","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","22","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","22","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","22","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","23","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","23","00"
"Republic Diner + Sojubang","Houston","US","0.0","11","00","22","00"
"Reren","Washington","US","0.0","11","00","22","00"
"Reren","Washington","US","0.0","11","00","22","00"
"Reren","Washington","US","0.0","11","00","22","00"
"Reren","Washington","US","0.0","11","00","22","00"
"Reren","Washington","US","0.0","11","00","23","00"
"Reren","Washington","US","0.0","11","30","23","00"
"Reren","Washington","US","0.0","11","30","22","00"
"Restaurant Amusé","East Perth","AU","0.0","06","30","23","00"
"Restaurant Amusé","East Perth","AU","0.0","06","30","23","00"
"Restaurant Amusé","East Perth","AU","0.0","06","30","23","00"
"Restaurant Amusé","East Perth","AU","0.0","06","30","23","00"
"Restaurant Amusé","East Perth","AU","0.0","06","30","23","00"
"Restaurant Gangnam","Perth","AU","none","none","none","none","none"
"Restaurant Gangnam","Perth","AU","none","none","none","none","none"
"Restaurant Gangnam","Perth","AU","none","none","none","none","none"
"Restaurant Gangnam","Perth","AU","none","none","none","none","none"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Hubert","Sydney","AU","0.0","17","00","01","00"
"Restaurant Jun","Perth","AU","0.0","11","00","22","30"
"Restaurant Jun","Perth","AU","0.0","11","00","22","30"
"Restaurant Jun","Perth","AU","0.0","11","00","22","30"
"Restaurant Jun","Perth","AU","0.0","11","00","22","30"
"Restaurant Jun","Perth","AU","0.0","11","00","22","30"
"Restaurant Jun","Perth","AU","0.0","18","00","22","30"
"Restaurant Morita","Auckland","NZ","0.0","12","00","14","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Morita","Auckland","NZ","0.0","12","00","14","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Morita","Auckland","NZ","0.0","12","00","14","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Morita","Auckland","NZ","0.0","12","00","14","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Morita","Auckland","NZ","0.0","12","00","14","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Morita","Auckland","NZ","0.0","18","00","21","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","09","00","14","00"
"Restaurant Roux","Seattle","US","0.0","17","00","22","00"
"Restaurant Roux","Seattle","US","0.0","09","00","14","00"
"Restaurant Roux","Seattle","US","0.0","17","00","21","00"
"Restaurant Story","London","GB","0.0","12","00","17","00"
"Restaurant Story","London","GB","0.0","18","30","23","00"
"Restaurant Story","London","GB","0.0","12","00","17","00"
"Restaurant Story","London","GB","0.0","18","30","23","00"
"Restaurant Story","London","GB","0.0","12","00","17","00"
"Restaurant Story","London","GB","0.0","18","30","23","00"
"Restaurant Story","London","GB","0.0","12","00","17","00"
"Restaurant Story","London","GB","0.0","18","30","23","00"
"Restaurant Story","London","GB","0.0","12","00","17","00"
"Restaurant Story","London","GB","0.0","18","30","23","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Resto","Seattle","US","0.0","18","00","22","00"
"Revel","Seattle","US","0.0","11","00","14","00"
"Revel","Seattle","US","0.0","17","00","22","00"
"Revel","Seattle","US","0.0","11","00","14","00"
"Revel","Seattle","US","0.0","17","00","22","00"
"Revel","Seattle","US","0.0","11","00","14","00"
"Revel","Seattle","US","0.0","17","00","22","00"
"Revel","Seattle","US","0.0","11","00","14","00"
"Revel","Seattle","US","0.0","17","00","22","00"
"Revel","Seattle","US","0.0","11","00","14","00"
"Revel","Seattle","US","0.0","17","00","23","00"
"Revel","Seattle","US","0.0","10","00","14","00"
"Revel","Seattle","US","0.0","17","00","23","00"
"Revel","Seattle","US","0.0","10","00","14","00"
"Revel","Seattle","US","0.0","17","00","22","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry Kitchen","Denver","US","0.0","07","00","15","00"
"Revelry on Richmond","Houston","US","0.0","11","00","00","00"
"Revelry on Richmond","Houston","US","0.0","11","00","00","00"
"Revelry on Richmond","Houston","US","0.0","11","00","00","00"
"Revelry on Richmond","Houston","US","0.0","11","00","02","00"
"Revelry on Richmond","Houston","US","0.0","11","00","02","00"
"Revelry on Richmond","Houston","US","0.0","11","00","02","00"
"Revelry on Richmond","Houston","US","0.0","11","00","00","00"
"Revival Market","Houston","US","0.0","07","00","16","00"
"Revival Market","Houston","US","0.0","07","00","16","00"
"Revival Market","Houston","US","0.0","07","00","16","00"
"Revival Market","Houston","US","0.0","07","00","16","00"
"Revival Market","Houston","US","0.0","07","00","16","00"
"Revival Market","Houston","US","0.0","08","00","16","00"
"Revival Market","Houston","US","0.0","08","00","16","00"
"Revolution Ale House","Charlotte","US","0.0","11","30","22","00"
"Revolution Ale House","Charlotte","US","0.0","11","30","22","00"
"Revolution Ale House","Charlotte","US","0.0","11","30","22","00"
"Revolution Ale House","Charlotte","US","0.0","11","30","22","00"
"Revolution Ale House","Charlotte","US","0.0","11","30","23","30"
"Revolution Ale House","Charlotte","US","0.0","11","30","23","30"
"Revolution Ale House","Charlotte","US","0.0","11","30","22","00"
"Revolution Brewing","Chicago","US","0.0","11","00","01","00"
"Revolution Brewing","Chicago","US","0.0","11","00","01","00"
"Revolution Brewing","Chicago","US","0.0","11","00","01","00"
"Revolution Brewing","Chicago","US","0.0","11","00","01","00"
"Revolution Brewing","Chicago","US","0.0","11","00","01","00"
"Revolution Brewing","Chicago","US","0.0","10","00","01","00"
"Revolution Brewing","Chicago","US","0.0","10","00","01","00"
"Revolution","Liverpool","GB","0.0","12","00","03","00"
"Revolution","Liverpool","GB","0.0","12","00","03","00"
"Revolution","Liverpool","GB","0.0","12","00","03","00"
"Revolution","Liverpool","GB","0.0","12","00","03","00"
"Revolution","Liverpool","GB","0.0","12","00","03","00"
"Revolution","Liverpool","GB","0.0","14","00","03","00"
"Revolution","Liverpool","GB","0.0","14","00","03","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","21","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","21","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","21","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","21","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","22","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","22","00"
"Revolve Kitchen & Brew","Birmingham","US","0.0","11","00","16","00"
"Revolver Bourbon Social","Houston","US","0.0","16","00","00","00"
"Revolver Bourbon Social","Houston","US","0.0","16","00","02","00"
"Revolver Bourbon Social","Houston","US","0.0","16","00","02","00"
"Revolver Bourbon Social","Houston","US","0.0","16","00","02","00"
"Revolver Bourbon Social","Houston","US","0.0","16","00","02","00"
"Revolver Bourbon Social","Houston","US","0.0","11","00","02","00"
"Revolver Bourbon Social","Houston","US","0.0","11","00","00","00"
"Rex Tremendae","Melbourne","AU","0.0","07","00","15","30"
"Rex Tremendae","Melbourne","AU","0.0","07","00","15","30"
"Rex Tremendae","Melbourne","AU","0.0","07","00","15","30"
"Rex Tremendae","Melbourne","AU","0.0","07","00","15","30"
"Rex Tremendae","Melbourne","AU","0.0","07","00","15","30"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Reyhan","San Jose","US","0.0","11","00","20","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","23","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","23","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","23","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","23","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","02","00"
"Rhein Haus Denver","Denver","US","0.0","11","00","02","00"
"Rhein Haus Denver","Denver","US","0.0","10","00","23","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","23","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","23","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","23","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","23","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","00","00"
"Rhino Market & Deli","Charlotte","US","0.0","07","00","00","00"
"Rib It Up","Birmingham","US","0.0","10","30","21","00"
"Rib It Up","Birmingham","US","0.0","10","30","21","00"
"Rib It Up","Birmingham","US","0.0","10","30","21","00"
"Rib It Up","Birmingham","US","0.0","10","30","21","00"
"Rib It Up","Birmingham","US","0.0","10","30","22","00"
"Rib It Up","Birmingham","US","0.0","10","30","22","00"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","21","30"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","21","30"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","21","30"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","21","30"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","22","00"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","22","00"
"Ribs & Burgers","The Rocks","AU","0.0","11","00","21","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","17","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","17","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","17","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","17","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","17","30"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","16","00"
"Ricardo's Cafe","Macquarie","AU","0.0","07","30","16","00"
"Rice Bowl Fresh Asian Kitchen","Detroit","US","0.0","11","00","21","00"
"Rice Bowl Fresh Asian Kitchen","Detroit","US","0.0","11","00","21","00"
"Rice Bowl Fresh Asian Kitchen","Detroit","US","0.0","11","00","21","00"
"Rice Bowl Fresh Asian Kitchen","Detroit","US","0.0","11","00","21","00"
"Rice Bowl Fresh Asian Kitchen","Detroit","US","0.0","11","00","21","00"
"Rice Paper","Melbourne","AU","0.0","10","00","22","00"
"Rice Paper","Melbourne","AU","0.0","10","00","22","00"
"Rice Paper","Melbourne","AU","0.0","10","00","22","00"
"Rice Paper","Melbourne","AU","0.0","10","00","22","00"
"Rice Paper","Melbourne","AU","0.0","10","00","23","00"
"Rice Paper","Melbourne","AU","0.0","10","00","23","00"
"Rice Paper","Melbourne","AU","0.0","10","00","22","00"
"Rice Workshop","Sydney","AU","0.0","09","30","18","30"
"Rice Workshop","Sydney","AU","0.0","09","30","18","30"
"Rice Workshop","Sydney","AU","0.0","09","30","18","30"
"Rice Workshop","Sydney","AU","0.0","09","30","21","00"
"Rice Workshop","Sydney","AU","0.0","09","30","18","30"
"Rice Workshop","Sydney","AU","0.0","09","30","18","30"
"Rice Workshop","Sydney","AU","0.0","10","00","18","00"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Rich Table","San Francisco","US","0.0","17","00","22","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Richmond Deli","Liverpool","GB","0.0","06","30","16","30"
"Rico's Morning Noon Night","Houston","US","0.0","10","30","20","30"
"Rico's Morning Noon Night","Houston","US","0.0","10","30","20","30"
"Rico's Morning Noon Night","Houston","US","0.0","10","30","20","30"
"Rico's Morning Noon Night","Houston","US","0.0","10","30","00","00"
"Rico's Morning Noon Night","Houston","US","0.0","10","30","03","00"
"Rico's Morning Noon Night","Houston","US","0.0","09","00","03","00"
"Rico's Morning Noon Night","Houston","US","0.0","09","00","20","30"
"Rider","Brooklyn","US","0.0","18","00","22","00"
"Rider","Brooklyn","US","0.0","18","00","23","00"
"Rider","Brooklyn","US","0.0","18","00","23","00"
"Rider","Brooklyn","US","0.0","18","00","23","00"
"Rider","Brooklyn","US","0.0","18","00","00","00"
"Rider","Brooklyn","US","0.0","11","00","00","00"
"Rider","Brooklyn","US","0.0","11","00","22","00"
"Right Proper Brewing Company","Washington","US","0.0","17","00","23","00"
"Right Proper Brewing Company","Washington","US","0.0","17","00","23","00"
"Right Proper Brewing Company","Washington","US","0.0","17","00","23","00"
"Right Proper Brewing Company","Washington","US","0.0","17","00","23","00"
"Right Proper Brewing Company","Washington","US","0.0","11","30","00","00"
"Right Proper Brewing Company","Washington","US","0.0","11","30","00","00"
"Right Proper Brewing Company","Washington","US","0.0","11","30","22","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","00","00"
"Rigoletto Ristorante","Boston","US","0.0","12","00","23","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Riley St Garage","Woolloomooloo","AU","0.0","12","00","00","00"
"Rina's Pizzeria & Cafe","Boston","US","0.0","11","00","23","00"
"Rina's Pizzeria & Cafe","Boston","US","0.0","11","00","23","00"
"Rina's Pizzeria & Cafe","Boston","US","0.0","11","00","23","00"
"Rina's Pizzeria & Cafe","Boston","US","0.0","11","00","23","00"
